mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_batch_size,param_dropout_rate,param_epochs,param_neurons,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
2.459315299987793,0.07575290820593315,0.058034324645996095,0.012316039120066104,20,0.2,10,88,"{'batch_size': 20, 'dropout_rate': 0.2, 'epochs': 10, 'neurons': 88}",0.4375,0.4830601092896175,0.53125,0.5172811059907834,0.48579545454545453,0.49099100647023625,0.03248589645233639,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
