mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.18031129837036133,0.18096408112441886,0.10397510528564453,0.0007488547049395767,entropy,10,25,"{'criterion': 'entropy', 'max_depth': 10, 'n_estimators': 25}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,1,0.5,0.5098039215686274,0.5392156862745098,0.5294117647058824,0.5096153846153846,0.5176093514328808,0.01442947097496664
