mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.045215606689453125,0.0038200486704943527,0.001436758041381836,0.00025348483035477577,entropy,10,"{'criterion': 'entropy', 'max_depth': 10}",0.5836385836385837,0.5213675213675213,0.5134310134310134,0.5903540903540904,0.5277777777777778,0.547365343539486,0.03281462674507832,1,0.8627450980392157,0.998015873015873,0.9588001867413631,0.9509803921568627,0.9519230769230769,0.9444929253752783,0.04438334215303625
