mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_max_iter,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.1273879051208496,0.02284960229642782,0.0759885311126709,0.010123111909845372,1,1000,liblinear,"{'C': 1, 'max_iter': 1000, 'solver': 'liblinear'}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
